wallet_id,total_transaction_count,total_transaction_sum,big_transaction_count,big_transaction_sum,small_transaction_count,small_transaction_sum,from_transaction_count,from_transaction_sum,to_transaction_count,to_transaction_sum,to_unique_wallet,from_unique_wallet,from_unique_big,to_unique_big,from_unique_small,to_unique_small,classification
290,11,47.293970420665,145,50.88273457502894,271,47.293970420701456,0,0,0,0,1,0,0,0,0,0,Negative
311,131,46.537989881523856,123,48.45508199892539,324,23.308260146036538,131,46.537989881523856,2945,48.77477102612546,1,0,0,0,0,0,Negative
312,1,20.248936682088747,1,20.248936682088747,1,20.248936682088747,0,0,0,0,0,1,0,0,0,0,Positive
313,152,30.356392948586606,0,0,65,21.939091522909628,0,0,0,0,1,0,0,0,0,0,Negative
319,10,26.025376187347792,0,0,5,19.80454194984944,0,0,0,0,1,0,0,0,0,0,Positive
324,2,21.179424059370092,2,21.179424059370092,2,21.179424059370092,0,0,0,0,0,0,0,0,0,0,Positive
329,127,30.479226106873913,0,0,59,21.805963948168767,0,0,0,0,1,0,0,0,0,0,Negative
336,3,24.263302317787655,3,24.263302317787655,3,24.263302317787655,0,0,0,0,0,0,0,0,0,0,Negative
338,1,40.753384493332874,10,48.729260730287685,2,40.753384493332874,0,0,0,0,0,1,0,0,0,0,Negative
341,118,26.639122601740567,0,0,265,23.28823644672058,0,0,0,0,1,0,0,0,0,0,Positive
352,90,46.20711973975194,478,50.37269261563641,161,46.20711973978219,0,0,0,0,1,0,0,0,0,0,Negative
397,2,22.513357251077107,0,0,2,17.900250526725813,0,0,0,0,1,0,0,0,0,0,Positive
419,9,26.909385403383464,0,0,3,19.222847499639546,0,0,0,0,1,0,0,0,0,0,Negative
425,222,28.92151236604189,0,0,1,15.492452714429072,0,0,0,0,1,0,0,0,0,0,Positive
430,7,45.46617567286956,20,46.9783858970504,16,45.46617567287356,0,0,0,0,1,0,0,0,0,0,Negative
444,155,30.110992307832934,155,30.110992307832934,191,30.111047800089903,0,0,0,0,1,0,0,0,0,0,Negative
445,146,30.43236555375759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
452,86,25.676509907817657,86,25.676509907817657,86,25.676509907817657,0,0,0,0,0,0,0,0,0,0,Positive
460,1,26.94726692332517,1,26.94726692332517,3,26.947663105230095,0,0,0,0,1,1,0,0,0,0,Positive
465,291,29.70296361447507,0,0,113,22.348109091597692,0,0,0,0,1,0,0,0,0,0,Positive
468,275,26.93617792985398,275,26.93617792985398,275,26.93617792985398,0,0,0,0,0,0,0,0,0,0,Negative
472,199,28.314638141722398,199,28.314638141722398,203,28.31463816606327,0,0,0,0,1,0,0,0,0,0,Negative
475,1,21.82187812561452,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Positive
484,1,42.298135914208636,2,43.24654425061214,1,42.298135914208636,0,0,0,0,1,1,1,0,0,0,Negative
501,6,27.11999442873733,0,0,5,19.702414913514087,0,0,0,0,1,0,0,0,0,0,Positive
505,1,29.358907048840052,0,0,26,20.576897469220107,0,0,0,0,1,1,0,0,0,0,Positive
513,15,24.3277294450096,0,0,1,17.678343319201648,0,0,0,0,1,0,0,0,0,0,Negative
515,435,29.271570213067402,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
516,187,26.934090728055914,187,26.934090728055914,202,26.935684349694515,0,0,0,0,1,0,0,0,0,0,Positive
518,2,21.9232371638293,2,21.9232371638293,2,21.9232371638293,0,0,0,0,0,0,0,0,0,0,Positive
519,1,21.005463559305703,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
523,31,27.98159858392384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
525,3,20.43558376449463,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Negative
531,97,29.996631409828158,0,0,48,21.97165935155237,0,0,0,0,1,0,0,0,0,0,Negative
539,2012,33.09976696874502,0,0,488,24.330240606013593,0,0,0,0,1,0,0,0,0,0,Negative
547,15,24.40293903076876,0,0,1,9.215327913487222,0,0,0,0,1,0,0,0,0,1,Negative
551,4,27.75721842235201,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
554,1,18.119575651168443,1,18.119575651168443,1,18.119575651168443,0,0,0,0,0,1,0,0,1,0,Positive
555,1408,33.45146689058782,0,0,44,21.5163307294948,0,0,0,0,1,0,0,0,0,0,Positive
564,1,35.91249197382371,1,35.91249197382371,1,35.91249197382371,0,0,0,0,0,1,0,0,0,0,Negative
568,1,16.11808565090832,1,16.11808565090832,1,16.11808565090832,0,0,0,0,0,1,0,0,1,0,Positive
575,46,22.707107446722837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
580,63,24.118037230903678,63,24.118037230903678,63,24.118037230903678,0,0,0,0,1,0,0,0,0,0,Negative
585,11,12.986857465269972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
591,708,28.938392118993306,0,0,18,21.16068028573913,0,0,0,0,1,0,0,0,0,0,Negative
594,2,40.753384493332874,2,40.753384493332874,2,40.753384493332874,0,0,0,0,0,0,0,0,0,0,Negative
596,1,19.393293134573437,1,19.393293134573437,1,19.393293134573437,0,0,0,0,1,1,0,0,0,0,Positive
597,1287,49.502279297203145,1,42.45230227497525,0,0,0,0,0,0,1,0,0,0,0,0,Negative
598,17,25.94566118362912,17,25.94566118362912,17,25.94566118362912,0,0,0,0,1,0,0,0,0,0,Positive
611,128,47.066786136892226,7577,53.2394124637601,298,23.111171193737224,0,0,0,0,1,0,0,0,0,0,Negative
616,1,20.50173246609558,1,20.50173246609558,1,20.50173246609558,0,0,0,0,1,1,0,0,0,0,Positive
620,79,27.25206709329016,79,27.25206709329016,91,27.25338026303716,0,0,0,0,1,0,0,0,0,0,Positive
623,385,49.24301388776124,1610,51.979195133847284,142,22.571880885988893,0,0,0,0,1,0,0,0,0,0,Negative
635,12,42.46140650590962,1,43.40662645794009,22,20.50591777056953,0,0,0,0,1,0,0,0,0,0,Positive
637,1,27.631021115928547,1,42.21290733521355,11,20.02722541098557,0,0,0,0,1,1,0,0,0,0,Positive
639,2521,50.52067536444012,29,48.363923738329156,2,17.755113866004407,2521,50.52067536444012,569,48.43922525549112,1,0,0,0,0,0,Negative
642,1,18.60300230074632,1,18.60300230074632,1,18.60300230074632,0,0,0,0,0,1,0,0,0,0,Positive
644,9,21.952339648507053,9,21.952339648507053,10,21.959192990829887,0,0,0,0,1,0,0,0,0,0,Negative
652,1,21.230936323698327,1,21.230936323698327,1,21.230936323698327,0,0,0,0,0,1,0,0,0,0,Positive
655,85,44.63440117860226,40,46.35452593159522,3,18.043672180337378,0,0,0,0,1,0,0,0,0,0,Positive
657,3,34.07674903352828,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative
665,296,30.055579727478094,0,0,1,18.422704494786547,296,30.055579727478094,2268,33.18227698636783,1,0,0,0,0,0,Positive
673,1,23.34336869081183,0,0,1,9.340754410698116,0,0,0,0,1,1,0,0,0,1,Positive
680,2,27.6646929639468,2,27.6646929639468,2,27.6646929639468,0,0,0,0,1,0,0,0,0,0,Positive
686,29,37.402590103724975,29,37.402590103724975,29,37.402590103724975,0,0,0,0,1,0,0,0,0,0,Negative
698,9,28.760599028010468,9,28.760599028010468,13,28.760604102304736,0,0,0,0,1,0,0,0,0,0,Negative
710,36,28.79635272271944,36,28.79635272271944,37,28.79635296929422,0,0,0,0,1,0,0,0,0,0,Negative
719,1,23.7189981105004,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Positive
723,1,27.702908195152837,0,0,0,0,1,27.702908195152837,1,27.66049544858322,1,1,0,0,0,0,Positive
739,3,23.014313148084412,0,0,9,19.661852467058967,0,0,0,0,1,0,0,0,0,0,Negative
762,1699,51.72867146999445,1760,51.913598763497895,1711,51.72867146999447,0,0,0,0,1,0,0,0,0,0,Negative
774,1,22.806464244260816,1,22.806464244260816,1,22.806464244260816,0,0,0,0,0,1,0,0,0,0,Positive
780,1,23.840774495446688,1,23.840774495446688,1,23.840774495446688,0,0,0,0,1,1,0,0,0,0,Positive
814,1,19.848920480363983,1,19.848920480363983,1,19.848920480363983,0,0,0,0,0,1,0,0,0,0,Positive
819,4,20.27541501234181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
825,734,26.108115745027344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
828,2,20.219491524151042,2,20.219491524151042,2,20.219491524151042,0,0,0,0,0,0,0,0,0,0,Positive
837,270,48.76435331716636,42,47.442086478507434,0,0,0,0,0,0,1,0,0,0,0,0,Negative
842,1,20.21244021318042,1,20.21244021318042,1,20.21244021318042,0,0,0,0,0,1,0,0,0,0,Positive
870,102,28.09359919739337,102,28.09359919739337,115,28.094226716396307,0,0,0,0,1,0,0,0,0,0,Positive
876,7,47.15031416521579,7,47.15031416521579,7,47.15031416521579,0,0,0,0,0,0,0,0,0,0,Negative
888,6,39.436933308754774,6,39.436933308754774,6,39.436933308754774,0,0,0,0,0,0,0,0,0,0,Negative
906,76,29.075790452299266,76,29.075790452299266,89,29.07592865759726,0,0,0,0,1,0,0,0,0,0,Negative
911,16,22.5586800845711,0,0,2,17.72753356339242,0,0,0,0,1,0,0,0,0,0,Positive
919,15,23.151142789551294,0,0,30,21.171199569695037,0,0,0,0,1,0,0,0,0,0,Negative
930,633,44.24525741274913,633,44.24525741274913,680,44.24525741287727,0,0,0,0,1,0,0,0,0,0,Negative
931,21,24.67197502830633,0,0,24,21.238768526568176,0,0,0,0,1,0,0,0,0,0,Negative
972,39,27.31116519192527,39,27.31116519192527,39,27.31116519192527,0,0,0,0,0,0,0,0,0,0,Negative
974,234,48.105348195703606,585,50.25028300130149,415,48.10534819571397,0,0,0,0,1,0,0,0,0,0,Negative
980,1,18.40017185711362,1,18.40017185711362,1,18.40017185711362,0,0,0,0,1,1,0,0,1,0,Positive
1020,3,22.496200663005872,3,22.496200663005872,3,22.496200663005872,0,0,0,0,0,0,0,0,0,0,Negative
1022,23,24.304441437540845,23,24.304441437540845,26,24.310004852191557,0,0,0,0,1,0,0,0,0,0,Positive
1034,9,25.823678445440446,9,25.823678445440446,9,25.823678445440446,0,0,0,0,0,0,0,0,0,0,Negative
1048,1,43.47632948565975,2,44.321923062426265,1,43.47632948565975,0,0,0,0,1,1,1,0,0,0,Negative
1054,1,43.628467283390535,2,44.04887765050108,1,43.628467283390535,0,0,0,0,1,1,1,0,0,0,Negative
1058,1,42.80796085429576,672,49.24800542502631,1,42.80796085429576,0,0,0,0,0,1,1,0,0,0,Negative
1064,7,23.084481978144176,7,23.084481978144176,7,23.084481978144176,0,0,0,0,1,0,0,0,0,0,Positive
1080,170,32.67134296373958,170,32.67134296373958,173,32.671344906945166,0,0,0,0,1,0,0,0,0,0,Negative
1082,4,29.65802600193763,4,29.65802600193763,5,29.658026003861668,0,0,0,0,1,0,0,0,0,0,Negative
1084,1,25.55640614758119,1,25.55640614758119,2,25.556406283308498,0,0,0,0,1,1,0,0,0,0,Positive
1086,345,28.21239872452997,345,28.21239872452997,350,28.212592179691736,0,0,0,0,1,0,0,0,0,0,Negative
1100,2,21.0917660779396,2,21.0917660779396,2,21.0917660779396,0,0,0,0,0,0,0,0,0,0,Positive
1107,572,47.45340290564851,1,42.52588112925698,0,0,0,0,0,0,1,0,0,0,0,0,Negative
1108,34,45.27981008072192,76,47.36299519404924,48,45.27981008073394,0,0,0,0,1,0,0,0,0,0,Negative
1112,33,43.66952278756129,62,46.942093528759315,33,43.66952278756129,0,0,0,0,1,0,0,0,0,0,Negative
1125,1,19.23604555723656,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
1126,8,19.573532711650635,8,19.573532711650635,65,21.322354534252952,0,0,0,0,1,0,0,0,0,0,Positive
1130,50,43.910353962756275,173,49.38580279640891,51,43.91035396275881,0,0,0,0,1,0,0,0,0,0,Negative
1131,4,22.94993486262895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
1135,1,44.91226757669255,3,47.38053873306068,0,0,0,0,0,0,0,1,1,0,0,0,Positive
1137,2,34.44501501509621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
1139,1,26.333903294303678,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
1147,16,27.28737413566154,0,0,6,19.595465794009943,0,0,0,0,1,0,0,0,0,0,Positive
1154,1,20.717247764620847,1,20.717247764620847,1,20.717247764620847,0,0,0,0,0,1,0,0,0,0,Positive
1155,1,22.512727171317632,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
1158,874,50.47430500987971,888,50.52871869973624,880,50.474305009879714,0,0,0,0,1,0,0,0,0,0,Negative
1170,5,24.122724100418818,5,24.122724100418818,5,24.122724100418818,0,0,0,0,0,0,0,0,0,0,Negative
1175,7,23.340730550692818,0,0,4,10.77392280982383,0,0,0,0,1,0,0,0,0,0,Positive
1191,1,20.212455213067923,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
1195,6,23.531953216290432,0,0,13,20.216234276610585,0,0,0,0,1,0,0,0,0,0,Positive
1200,1,40.753384493332874,1,40.753384493332874,1,40.753384493332874,0,0,0,0,0,1,0,0,0,0,Negative
1201,1,24.14834249239851,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
1216,8,20.67763767273188,8,20.67763767273188,17,21.04765228735895,0,0,0,0,1,0,0,0,0,0,Positive
1239,1,17.903376646788544,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Positive
1296,39,23.170901203281055,39,23.170901203281055,39,23.170901203281055,0,0,0,0,1,1,0,0,1,0,Negative
1306,6,45.14191284442778,22,47.56607971228051,6,45.14191284442778,0,0,0,0,1,0,0,0,0,0,Negative
1332,1,19.11382792451231,1,19.11382792451231,1,19.11382792451231,0,0,0,0,0,1,0,0,0,0,Positive
1341,58,33.06241742861938,0,0,1,9.31982238259318,0,0,0,0,1,0,0,0,0,0,Negative
1343,67,26.674735807546092,0,0,1,9.672815734801127,0,0,0,0,1,0,0,0,0,0,Positive
1352,25,23.868684850299008,25,23.868684850299008,27,23.868685759189646,0,0,0,0,1,0,0,0,0,0,Negative
1355,2,30.46423563645466,0,0,66,22.27301265173227,0,0,0,0,1,0,0,0,0,0,Positive
1359,1,28.272875002100943,0,0,1,18.420680743952367,0,0,0,0,1,1,0,0,0,0,Negative
1364,2,27.652563170719674,2,27.652563170719674,10,27.652563265028032,0,0,0,0,1,0,0,0,0,0,Positive
1365,8,33.04266716778359,0,0,16,20.88946165509653,0,0,0,0,1,0,0,0,0,0,Positive
1376,1,26.937562816404117,1,26.937562816404117,1,26.937562816404117,0,0,0,0,0,1,0,0,0,0,Positive
1393,1,26.244726754808656,0,0,1,18.420680743952367,0,0,0,0,1,1,0,0,0,0,Positive
1395,83,23.687271723162738,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
1411,11,47.603654023243784,2,43.74911676688687,2,18.420698503794657,0,0,0,0,1,0,0,0,0,0,Negative
1459,8,30.349556407125537,0,0,15,12.137520748228384,0,0,0,0,1,0,0,0,0,0,Negative
1461,4,22.76513530571849,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
1463,6,22.972711074233782,0,0,10,20.49100544070811,0,0,0,0,1,0,0,0,0,0,Positive
1491,93,44.4328500011926,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative
1497,1,25.688464369240236,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
1498,2,44.753377685151705,7,46.817954181262245,2,44.753377685151705,0,0,0,0,1,0,0,0,0,0,Negative
1514,14,42.98834534926103,19,44.7681622197693,14,42.98834534926103,0,0,0,0,1,0,0,0,0,0,Negative
1527,6,25.613930958770762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
1534,23,44.07935339584613,40,45.668092422426106,23,44.07935339584613,0,0,0,0,1,0,0,0,0,0,Negative
1535,26,27.049936857588968,0,0,2,16.637545955013685,0,0,0,0,1,0,0,0,0,0,Positive
1536,408,46.59763347157843,415,46.7725373190224,417,46.59763347157945,408,46.59763347157843,130,45.48484521012388,1,0,0,0,0,0,Negative
1538,11,24.88845994091823,11,24.88845994091823,38,24.920854737326344,0,0,0,0,1,0,0,0,0,0,Positive
1540,42,44.09374667304559,56,46.21953660818205,81,44.09374667316318,0,0,0,0,1,0,0,0,0,0,Negative
1554,10,24.67678346795901,10,24.67678346795901,10,24.67678346795901,0,0,0,0,0,0,0,0,0,0,Positive
1560,974,41.5486155497146,974,41.5486155497146,982,41.54861555029098,0,0,0,0,1,0,0,0,0,0,Negative
1574,1,39.14394658089878,1,39.14394658089878,1,39.14394658089878,0,0,0,0,0,1,0,0,0,0,Negative
1581,14,43.611499074826376,0,0,1,18.420680743952367,0,0,0,0,1,1,0,0,0,0,Negative
1596,676,26.03035115244123,676,26.03035115244123,676,26.03035115244123,0,0,0,0,0,0,0,0,0,0,Negative
1600,3,27.120014531598514,3,27.120014531598514,11,27.12055661074306,0,0,0,0,1,0,0,0,0,0,Negative
1605,1,18.420680743952367,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Positive
1608,35,28.688612876069833,35,28.688612876069833,36,28.688612882137356,35,28.688612876069833,4,25.221028051235006,1,0,0,0,0,0,Negative
1609,157,30.464015104901904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
1617,759,32.924167951056454,0,0,0,0,759,32.924167951056454,1,29.358907048840052,1,0,0,0,0,0,Negative
1620,4,22.65660068877975,4,22.65660068877975,4,22.65660068877975,0,0,0,0,0,0,0,0,0,0,Positive
1635,134,26.4796334848294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
1641,1,18.55660926117661,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
1677,13,26.518554949500604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
1724,22,25.127061126512157,22,25.127061126512157,22,25.127061126512157,0,0,0,0,0,0,0,0,0,0,Positive
1739,22,44.2385734761167,19,45.65375113766773,0,0,0,0,0,0,1,0,0,0,0,0,Negative
1740,1,17.04734884592441,1,17.04734884592441,2,17.740496026484355,0,0,0,0,1,1,0,0,1,1,Positive
1746,31,26.23000613930446,31,26.23000613930446,31,26.23000613930446,0,0,0,0,0,0,0,0,0,0,Positive
1749,5,23.02211150499778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
1751,42,42.52274635692824,32,47.05773655243287,51,22.03513775416383,0,0,0,0,1,0,0,0,0,0,Negative
1755,1,22.332011509837997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
1785,1,19.519293032620475,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
1801,36,45.04552097244163,219,48.83076745692057,0,0,0,0,0,0,1,0,0,0,0,0,Negative
1814,1,18.753575159225694,1,18.753575159225694,1,18.753575159225694,0,0,0,0,0,1,0,0,0,0,Positive
1825,103,45.1411862231431,105,47.870710582098035,0,0,103,45.1411862231431,1566,48.54346583227554,1,0,0,0,0,0,Positive
1835,1,10.5947830197326,0,0,0,0,0,0,0,0,1,1,0,0,1,0,Positive
1845,1,23.94575388985629,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
1851,5,22.539717918764836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
1856,6,23.508762020347206,6,23.508762020347206,6,23.508762020347206,0,0,0,0,1,0,0,0,0,0,Positive
1860,561,46.72464595265985,571,46.94198025220456,561,46.72464595265985,561,46.72464595265985,139,45.7161393794097,1,0,0,0,0,0,Negative
1869,1,19.173556210622245,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
1887,11,24.292574726300327,0,0,2,17.529082624668582,0,0,0,0,1,1,0,0,0,0,Positive
1894,113,27.12561055712151,113,27.12561055712151,240,27.13456584284655,0,0,0,0,1,0,0,0,0,0,Positive
1899,7,27.7079089529168,0,0,5,16.200268457590155,0,0,0,0,0,0,0,0,0,0,Positive
1920,1,15.199802916413491,1,15.199802916413491,1,15.199802916413491,0,0,0,0,0,1,0,0,1,0,Positive
1930,1,27.68237465850114,1,27.68237465850114,1,27.68237465850114,0,0,0,0,1,1,0,0,0,0,Positive
1938,4,39.326634737153604,4,39.326634737153604,4,39.326634737153604,0,0,0,0,0,0,0,0,0,0,Negative
1952,2,24.61576549607581,2,24.61576549607581,5,24.61823728740631,0,0,0,0,1,0,0,0,0,0,Positive
1968,1824,53.414914540986636,1825,53.41618205302667,1824,53.414914540986636,0,0,0,0,1,0,0,0,0,0,Negative
1973,31,47.82894846736797,22,47.13003255670446,134,22.301201753432398,0,0,0,0,1,0,0,0,0,0,Negative
1975,35,45.90366578105351,12,46.93852846846654,0,0,0,0,0,0,1,0,0,0,0,0,Positive
2004,158,25.73822251375734,158,25.73822251375734,158,25.73822251375734,0,0,0,0,0,0,0,0,0,0,Positive
2008,2,18.817844827021144,2,18.817844827021144,2,18.817844827021144,0,0,0,0,0,0,0,0,0,0,Positive
2028,32,28.37246858015654,33,44.66540758271988,34,28.372534590407145,0,0,0,0,1,0,0,0,0,0,Negative
2046,18,25.38025922613957,18,25.38025922613957,18,25.38025922613957,0,0,0,0,1,0,0,0,0,0,Positive
2047,2,26.443577613553824,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
2050,11,22.603342418043376,11,22.603342418043376,13,22.63341167105043,0,0,0,0,1,0,0,0,0,1,Positive
2057,1,44.42298017116005,4,43.81615060803973,0,0,0,0,0,0,1,1,1,0,0,0,Negative
2058,2,20.953748077288754,2,20.953748077288754,3,21.02541951747,0,0,0,0,1,0,0,0,0,1,Positive
2065,350,48.10744619894744,919,50.291955386134326,73,22.250147576197353,0,0,0,0,1,0,0,0,0,0,Positive
2070,4,23.86889046579107,4,23.86889046579107,4,23.86889046579107,0,0,0,0,0,0,0,0,0,0,Positive
2082,1,23.10468785836968,1,23.10468785836968,1,23.10468785836968,0,0,0,0,0,1,0,0,0,0,Positive
2085,189,45.930694045611304,3,44.09451142325404,3,19.22188394802249,189,45.930694045611304,61,44.571149261198634,1,0,0,0,0,0,Positive
2088,106,27.699357801323554,106,27.699357801323554,106,27.699357801323554,0,0,0,0,0,0,0,0,0,0,Positive
2090,1,22.758651380270198,1,22.758651380270198,1,22.758651380270198,0,0,0,0,0,1,0,0,0,0,Positive
2091,1,22.33270374938051,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
2096,1,21.142394127869842,1,21.142394127869842,1,21.142394127869842,0,0,0,0,1,1,0,0,0,0,Positive
2097,430,28.061100623696014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative
2098,1,36.00318853529453,1,36.00318853529453,1,36.00318853529453,0,0,0,0,0,1,0,0,0,0,Negative
2100,1,21.639556568820566,1,21.639556568820566,1,21.639556568820566,0,0,0,0,0,1,0,0,0,0,Positive
2127,1,38.45079940033883,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Negative
2136,6,22.061154059462112,6,22.061154059462112,6,22.061154059462112,0,0,0,0,0,0,0,0,0,0,Positive
2138,1,18.419801117194158,1,18.419801117194158,4,19.379910115073,0,0,0,0,0,1,0,0,1,0,Positive
2145,3,23.34816879990346,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Negative
2148,10,25.143942097202856,10,25.143942097202856,10,25.143942097202856,0,0,0,0,0,0,0,0,0,0,Positive
2151,2,24.407517066909968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
2154,16,25.731916123705194,16,25.731916123705194,16,25.731916123705194,0,0,0,0,0,0,0,0,0,0,Positive
2198,1,19.535296406131632,1,19.535296406131632,4,19.90096014135251,0,0,0,0,1,1,0,0,0,1,Positive
